"comment_id","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"371","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Remember brett kavenagh insurrection ?? 🧐🧐🤔🤔","Remember brett kavenagh insurrection ?? 🧐🧐🤔🤔","@mikeroberts4876","https://yt3.ggpht.com/ytc/AIdro_l1p3-NCnIhtaA9YPgwJYewmp-RwDnnLJdyE-KUJ-w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mikeroberts4876","UCTaXTqctg03rAY6msFG5hag","TRUE","none","0","2022-04-27T15:31:47Z","2022-04-27T15:31:47Z","UgxqVB5PBDrJs-XugoR4AaABAg",NA,NA
"372","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Jan 6 somehow is the worst thing that ever happened but BLM was just exercising their rights. What a shame. What a disgrace. We have way too many simpletons that are being led around by the nose. I can only ask people to wake up while we still have a country. Learn the truth. Stop listening to news organizations  that lie to you for years and then finally tell you the truth but never apologize for what they did.","Jan 6 somehow is the worst thing that ever happened but BLM was just exercising their rights. What a shame. What a disgrace. We have way too many simpletons that are being led around by the nose. I can only ask people to wake up while we still have a country. Learn the truth. Stop listening to news organizations  that lie to you for years and then finally tell you the truth but never apologize for what they did.","@jtm0071","https://yt3.ggpht.com/ytc/AIdro_noBmSMW1_KDVJdYRCghK7RUt7Xq_bXH6CcJzd62QlENQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jtm0071","UCUca5dppVpx0niVugJiv5Wg","TRUE","none","0","2022-04-18T03:17:59Z","2022-04-18T03:17:59Z","Ugw9XIC7xc94niehkUV4AaABAg",NA,NA
"373","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Release ALL 14000 hours of video footage from January 6th","Release ALL 14000 hours of video footage from January 6th","@crownuk4867","https://yt3.ggpht.com/ytc/AIdro_mrEwrjHgvC5j80gCGaqaTExKpICs0hhFeB7f_arw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@crownuk4867","UCP_oyT0xhdZ0BIXOw5mZw0A","TRUE","none","5","2022-04-03T02:08:22Z","2022-04-03T02:08:22Z","UgwhsjtViDogvSPO6mZ4AaABAg",NA,NA
"374","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Leftist fascists have gone TOO DAMNED FAR.  Clintons, Bidons, Obamas, Ballot Stuffers, election fraudsters run FREE while an all-out effort goes into persecuting anyone who had anything to do with January 6th.   <br>I AM NOW IN FULL SUPPORT OF ALL WHO PARTICIPATED IN 01/06/21 FREEDOM DEMONSTRATION.    Before, I was just in favor of getting those who actually did damage but now I&#39;m in support of ALL OF THEM.  <br>LEFTISTS have NO COMMON SENSE.  They are too immature to know when enough is enough.   SPOILED CHILDREN","Leftist fascists have gone TOO DAMNED FAR.  Clintons, Bidons, Obamas, Ballot Stuffers, election fraudsters run FREE while an all-out effort goes into persecuting anyone who had anything to do with January 6th.   
I AM NOW IN FULL SUPPORT OF ALL WHO PARTICIPATED IN 01/06/21 FREEDOM DEMONSTRATION.    Before, I was just in favor of getting those who actually did damage but now I'm in support of ALL OF THEM.  
LEFTISTS have NO COMMON SENSE.  They are too immature to know when enough is enough.   SPOILED CHILDREN","@stveide1","https://yt3.ggpht.com/ytc/AIdro_n7iu_E6yhpgB-jGpqyoPY10li4l9csSaZWfzSYl974awk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@stveide1","UCpw9maoDXf0JK61rTa1PtVg","TRUE","none","0","2022-03-28T09:58:23Z","2022-03-28T09:58:23Z","UgxFmgGd6A-qkDML-pJ4AaABAg",NA,NA
"375","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","BLM is not a hate crime! THIS IS A HATE CRIME! 🙄","BLM is not a hate crime! THIS IS A HATE CRIME! 🙄","@TasiaAsia-es9jt","https://yt3.ggpht.com/qahMa40xRgyCQaVbKEhZpVkGHWk7xSjcvEDg7SDJfCoVYMH1jWKBb97jy9oqR9POIzM24bMCjw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TasiaAsia-es9jt","UC3oEZOJZa8Ve2J57yQPZG3g","TRUE","none","0","2022-03-25T20:15:16Z","2022-03-25T20:15:16Z","UgzJ1ez9C5YS8AUuO4J4AaABAg",NA,NA
"376","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Fake.","Fake.","@dawnshafer4816","https://yt3.ggpht.com/ytc/AIdro_mMna0eqTxI40bTYxEwnQ3fotkoOzfA5jyFEak676LLhHAOgKlANhBVH3zso3FiQTxzlQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@dawnshafer4816","UCUW4wceqRulm1CKKJU-3oug","TRUE","none","0","2022-03-14T08:18:28Z","2022-03-14T08:18:28Z","UgyTuqfbi0QXC5VSgzZ4AaABAg",NA,NA
"377","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Merrick Garland.    Merrick Garland.<br>The man who is responsible for the &#39;rule of law&#39; and the &#39;law and order&#39; AG, for the life of me, I so not understand why is there no special counsel appointed to investigate Jan 6th insurrection of overturning the American Democracy?","Merrick Garland.    Merrick Garland.
The man who is responsible for the 'rule of law' and the 'law and order' AG, for the life of me, I so not understand why is there no special counsel appointed to investigate Jan 6th insurrection of overturning the American Democracy?","@rchapman6803","https://yt3.ggpht.com/xnZWn61MtQnN8rxP5UfV-Ye74wQi-FFmfUTH31T1EUbWJTJXWVd2DnRgphqAG2be63_0V-YyJA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@rchapman6803","UCARm6N3LCne21pTnjY33cnA","TRUE","none","5","2022-03-05T14:22:23Z","2022-03-05T14:22:23Z","UgygYHQ0d-2tXI0pjPN4AaABAg",NA,NA
"378","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","These traitors should all be hanged .","These traitors should all be hanged .","@jeromekovach4441","https://yt3.ggpht.com/ytc/AIdro_kU0avifAJMDAahtEsufDteqN4g8JnIZsbJn_XacC8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@jeromekovach4441","UCKAnmXaMgaBe54e1sKI6jJw","TRUE","none","1","2022-02-14T23:49:16Z","2022-02-14T23:49:16Z","UgwzHDnesec4v7vOlXp4AaABAg",NA,NA
"379","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","wow this is terrifying!","wow this is terrifying!","@gracie9898","https://yt3.ggpht.com/ytc/AIdro_nKWGla-LuweAnSJeKq28cCERCmLoWlyWuPEII-gWnhIfPb=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@gracie9898","UCNSwQnT4A8IQNLS0vHFUDUQ","TRUE","none","10","2022-02-08T01:47:29Z","2022-02-08T01:47:29Z","UgwugpbLrnUozxihN0h4AaABAg",NA,NA
"380","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I blame the LGBT community for Jan 6","I blame the LGBT community for Jan 6","@poemanderpoemander3007","https://yt3.ggpht.com/ytc/AIdro_m3325EFJTWWiK8UT6ktUaqqtrq36qXQi-5MZK7nww=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@poemanderpoemander3007","UCVcmsH9Xms6vJ64lE4_mKLg","TRUE","none","1","2022-02-04T14:19:16Z","2022-02-04T14:19:16Z","UgyjXge2h1dDVyzUYlR4AaABAg",NA,NA
"381","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I used to think there wasn’t that much violence at this level of prostitution","I used to think there wasn’t that much violence at this level of prostitution","@benquinneyiii7941","https://yt3.ggpht.com/ytc/AIdro_kYOjH_1A_OMn_fNteBH5wAFqXzsxe3fdJmLS5Su9M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@benquinneyiii7941","UCdK4V0EFbmzecAsIu2YqFbQ","TRUE","none","20","2022-01-31T06:22:25Z","2022-01-31T06:22:25Z","UgyE0eHbgyg1Uk8Ndk54AaABAg",NA,NA
"382","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","And it will happen again till trump is back","And it will happen again till trump is back","@bigactionentertainment8388","https://yt3.ggpht.com/ytc/AIdro_m1-N5rHj2bmzFlp91tkK_2dskshgQ8hGOP0og6cvGCQWI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bigactionentertainment8388","UCK8Pk0ATEfhvIGdb3GlxRpg","TRUE","none","0","2022-01-24T12:38:56Z","2022-01-24T12:38:56Z","UgxsTsj_LbwYqJgl6Hl4AaABAg",NA,NA
"383","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Trump day !","Trump day !","@bigactionentertainment8388","https://yt3.ggpht.com/ytc/AIdro_m1-N5rHj2bmzFlp91tkK_2dskshgQ8hGOP0og6cvGCQWI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bigactionentertainment8388","UCK8Pk0ATEfhvIGdb3GlxRpg","TRUE","none","0","2022-01-24T12:35:53Z","2022-01-24T12:35:53Z","Ugw3x07Wr1f-hm9RUcR4AaABAg",NA,NA
"384","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","And be scared !","And be scared !","@bigactionentertainment8388","https://yt3.ggpht.com/ytc/AIdro_m1-N5rHj2bmzFlp91tkK_2dskshgQ8hGOP0og6cvGCQWI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bigactionentertainment8388","UCK8Pk0ATEfhvIGdb3GlxRpg","TRUE","none","0","2022-01-24T12:35:22Z","2022-01-24T12:35:22Z","Ugw_uwD3qkct4IED38Z4AaABAg",NA,NA
"385","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Biden with more lies this is what happens when you fake voter","Biden with more lies this is what happens when you fake voter","@bigactionentertainment8388","https://yt3.ggpht.com/ytc/AIdro_m1-N5rHj2bmzFlp91tkK_2dskshgQ8hGOP0og6cvGCQWI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bigactionentertainment8388","UCK8Pk0ATEfhvIGdb3GlxRpg","TRUE","none","0","2022-01-24T12:34:27Z","2022-01-24T12:34:27Z","UgwsouN921YLnElSrdZ4AaABAg",NA,NA
"386","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Trump we need you back","Trump we need you back","@bigactionentertainment8388","https://yt3.ggpht.com/ytc/AIdro_m1-N5rHj2bmzFlp91tkK_2dskshgQ8hGOP0og6cvGCQWI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bigactionentertainment8388","UCK8Pk0ATEfhvIGdb3GlxRpg","TRUE","none","1","2022-01-24T12:21:14Z","2022-01-24T12:21:14Z","UgxxQVifXafj2oE54sh4AaABAg",NA,NA
"387","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Wait until y’all see the thousands of hours of video the FBI have confiscated<br><br>Hundreds of undercover agents vandalizing the building, in disguise of Trump supporters<br><br>Most all of the video reveal that a lot of the Trump supporters walked in to the place walking around talking with the police officers having a good time and it was a select few people through facial recognition was not Trump supporters yes you’re going to have some people that follow along of course that’s human behavior basic human nature they notice it was an inside job<br><br>Donald Trump requested National Guard to be there he was denied Nancy Pelosi was briefed and was told y’all will need National Guard there and more support. She denied the extra help and stated that she had it covered<br><br>FBI agents who were disguised as Trump supporters chanting two days before and the day of trying to coach people to go into the capital I mean there’s so much snow we don’t know about<br><br>And more and more we find out it was an inside job your country was stolen look where we are now wars are starting all over the World we handed over 80+ billion dollars of weapons of mass destruction to the Taliban thousands of Americans dying<br><br>2020 election was rigged and I told everyone it was going to be rig back in 2017 because they rigged it for Hillary Clinton to win but the algorithms and software they had uploaded in the dominion machines in Moore was not enough Donald Trump was a freak accident messed all their plans up<br><br>Y’all really have no idea what’s really going on.","Wait until y’all see the thousands of hours of video the FBI have confiscated

Hundreds of undercover agents vandalizing the building, in disguise of Trump supporters

Most all of the video reveal that a lot of the Trump supporters walked in to the place walking around talking with the police officers having a good time and it was a select few people through facial recognition was not Trump supporters yes you’re going to have some people that follow along of course that’s human behavior basic human nature they notice it was an inside job

Donald Trump requested National Guard to be there he was denied Nancy Pelosi was briefed and was told y’all will need National Guard there and more support. She denied the extra help and stated that she had it covered

FBI agents who were disguised as Trump supporters chanting two days before and the day of trying to coach people to go into the capital I mean there’s so much snow we don’t know about

And more and more we find out it was an inside job your country was stolen look where we are now wars are starting all over the World we handed over 80+ billion dollars of weapons of mass destruction to the Taliban thousands of Americans dying

2020 election was rigged and I told everyone it was going to be rig back in 2017 because they rigged it for Hillary Clinton to win but the algorithms and software they had uploaded in the dominion machines in Moore was not enough Donald Trump was a freak accident messed all their plans up

Y’all really have no idea what’s really going on.","@benjamincaroon8572","https://yt3.ggpht.com/ytc/AIdro_k2BIpjTFOFLUkWbWlQujf_0P4Fzv6rAWnBh8_AxbI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@benjamincaroon8572","UCc_Z3A2ARKqUOHPhNHJ8xPw","TRUE","none","0","2022-01-18T20:26:03Z","2022-01-18T20:26:03Z","UgxTioG9hAuDAhSezLV4AaABAg",NA,NA
"388","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Only thing frightening was probably the smell of all that bologna in 1 dam place.. lol thats the real crime","Only thing frightening was probably the smell of all that bologna in 1 dam place.. lol thats the real crime","@them12biggates26","https://yt3.ggpht.com/ytc/AIdro_kyGutB9RCJ8HxNLCLAufgZgJsaHRF5Nz1j8nn7Yq4cng=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@them12biggates26","UCkg0ch7XteUixDSOq4mffwQ","TRUE","none","1","2022-01-15T19:14:42Z","2022-01-15T19:14:42Z","UgyV8zd6s-eIMU3h3QR4AaABAg",NA,NA
"389","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Remember kids practice your amendments! It&#39;s not illegal to over throw your government if they&#39;re not doing there job properly","Remember kids practice your amendments! It's not illegal to over throw your government if they're not doing there job properly","@xlutherthe3rd13","https://yt3.ggpht.com/ytc/AIdro_mNCRJKJW5ZzvqSvP67l6_raaGR8U9VS3hyfc1EgPPPBg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@xlutherthe3rd13","UCCx6Ormi0mnUtkzVnHNA1_g","TRUE","none","0","2022-01-15T02:08:20Z","2022-01-15T02:08:20Z","UgyzAVk-UnH9NBnp3j14AaABAg",NA,NA
"390","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","&quot;Seditious conspiracy occurs when two or more people in the U.S. conspire to “overthrow, put down, or to destroy by force” the U.S. government, or to levy war against it, or to oppose by force and try to prevent the execution of any law. If convicted, it&#39;s 20 years behind bars.&quot;<br><br>Is anyone actually denying that on January 06 people ...not even 1 person were trying to &quot;oppose by force&quot; and trying &quot;to prevent the execution of any law&quot;","""Seditious conspiracy occurs when two or more people in the U.S. conspire to “overthrow, put down, or to destroy by force” the U.S. government, or to levy war against it, or to oppose by force and try to prevent the execution of any law. If convicted, it's 20 years behind bars.""

Is anyone actually denying that on January 06 people ...not even 1 person were trying to ""oppose by force"" and trying ""to prevent the execution of any law""","@johnnaylor1706","https://yt3.ggpht.com/ytc/AIdro_k0ADaLv_9r_H0wUF4KvgZYbneR22ZI7ecTz1BFKTQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@johnnaylor1706","UCAwR1ijW6cjVFd5lFMnpsGQ","TRUE","none","0","2022-01-14T01:11:55Z","2022-01-14T01:11:55Z","UgyTQ4u3wUROhd-JssN4AaABAg",NA,NA
"391","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","INVESTIGATE THE SUMMER RIOTS THAT TOOK MORE LIVES AND DESTROYED AMERICAN BUSSINESSES AND PROPERTY!!!!! DEMOCRATE POLITICIANS BAILED THESE PEOPLE OUT OF JAIL!!!!! UNBELIEVABLE AND PATHETIC!!!! WHERE IS RAY EPPS, WHERE IS RAY EPPS, WHERE IS RAY EPPS??","INVESTIGATE THE SUMMER RIOTS THAT TOOK MORE LIVES AND DESTROYED AMERICAN BUSSINESSES AND PROPERTY!!!!! DEMOCRATE POLITICIANS BAILED THESE PEOPLE OUT OF JAIL!!!!! UNBELIEVABLE AND PATHETIC!!!! WHERE IS RAY EPPS, WHERE IS RAY EPPS, WHERE IS RAY EPPS??","@kayobrien1294","https://yt3.ggpht.com/ytc/AIdro_kjtmlVAEhFwTbsASn93kpP_m--xQL4HvFl9Tb1k9M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kayobrien1294","UCpqexz09B4krwadsyTyxX0g","TRUE","none","0","2022-01-11T02:56:31Z","2022-01-11T02:56:31Z","UgyT4pc1AS-iBPS_9794AaABAg",NA,NA
"392","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","INVESTIGATE THE SUMMER RIOTS THAT TOOK MORE LIVES AND DESTROYED AMERICAN BUSSINESSES AND PROPERTY!!!!! DEMOCRATE POLITICIANS BAILED THESE PEOPLE OUT OF JAIL!!!!! UNBELIEVABLE AND PATHETIC!!!! WHERE IS RAY EPPS, WHERE IS RAY EPPS, WHERE IS RAY EPPS??","INVESTIGATE THE SUMMER RIOTS THAT TOOK MORE LIVES AND DESTROYED AMERICAN BUSSINESSES AND PROPERTY!!!!! DEMOCRATE POLITICIANS BAILED THESE PEOPLE OUT OF JAIL!!!!! UNBELIEVABLE AND PATHETIC!!!! WHERE IS RAY EPPS, WHERE IS RAY EPPS, WHERE IS RAY EPPS??","@kayobrien1294","https://yt3.ggpht.com/ytc/AIdro_kjtmlVAEhFwTbsASn93kpP_m--xQL4HvFl9Tb1k9M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kayobrien1294","UCpqexz09B4krwadsyTyxX0g","TRUE","none","0","2022-01-11T02:56:25Z","2022-01-11T02:56:25Z","UgzEAWg8MRbe4KnCszh4AaABAg",NA,NA
"393","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Great editing! That&#39;ll show those deniers.","Great editing! That'll show those deniers.","@ChoptCheese","https://yt3.ggpht.com/ytc/AIdro_mvAbmgNa1FVSovC8Jui636sGpWCaf-feUZVXOHEgm8KA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ChoptCheese","UC-67Vu1GkrwNHMupUh0_MpA","TRUE","none","7","2022-01-10T21:21:58Z","2022-01-10T21:21:58Z","UgzatlsN1WgjfpNeAGN4AaABAg",NA,NA
"394","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Never forget the 6 million who perished on January 6","Never forget the 6 million who perished on January 6","@ICTS22","https://yt3.ggpht.com/ytc/AIdro_kfzAO_LQM4YBvAFeUEaLFGc0EkO1eok7MJEgqu4EERhlw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ICTS22","UCrkWW3d9l-53aoyeHwiknGw","TRUE","none","8","2022-01-10T20:40:13Z","2022-01-10T20:40:13Z","UgzfA1zTPIrOW2EUtzd4AaABAg",NA,NA
"395","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Did y&#39;all forget the American tax payers pays for the white house and everything in it?!  Its the American tax payers house so why can&#39;t we stroll on in and see what going on","Did y'all forget the American tax payers pays for the white house and everything in it?!  Its the American tax payers house so why can't we stroll on in and see what going on","@Antony..24","https://yt3.ggpht.com/ytc/AIdro_kKghTOC63I0Sz5A5Of6b-iW6Jy9uSEDsIva10xTHlk3Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Antony..24","UCnEFeRnKPS52GEgEgwjR_HA","TRUE","none","1","2022-01-10T20:29:21Z","2022-01-10T20:29:21Z","UgxZ0bbEcYCLFMM6a514AaABAg",NA,NA
"396","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","It&#39;s certainly a good thing no insurrection happened on January 6th. Unlike in Portland with people storming a federal building to burn it down after they did the same to police precincts.<br><br>Which they continued to attempt to do for the better part of a year, by the way. As Democrats defended their &quot;right&quot; to do so.","It's certainly a good thing no insurrection happened on January 6th. Unlike in Portland with people storming a federal building to burn it down after they did the same to police precincts.

Which they continued to attempt to do for the better part of a year, by the way. As Democrats defended their ""right"" to do so.","@Calbeck","https://yt3.ggpht.com/ytc/AIdro_nNsR7fH22-72WmyWoGVuKUplKSL74MvU2r-Cb9CR30sA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Calbeck","UCxnTcbt9ZWpF78vPzppSC2Q","TRUE","none","0","2022-01-10T20:09:41Z","2022-01-10T20:12:31Z","UgwZ7EeHj3obbTs3HOh4AaABAg",NA,NA
"397","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","We can&#39;t even see the thumbs down count anymore and we all know you&#39;re STILL getting wrecked in the &quot;Like/Dislike&quot; ratio....LOL<br>Clowns....🤡","We can't even see the thumbs down count anymore and we all know you're STILL getting wrecked in the ""Like/Dislike"" ratio....LOL
Clowns....🤡","@James225","https://yt3.ggpht.com/ytc/AIdro_m9fUuQ8m5M_O-Gin_fTXXgrqrDKlaHXI5nZTTL7Vyjso4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@James225","UCEwm-igMebxvzyf92zxvxcw","TRUE","none","4","2022-01-10T19:45:43Z","2022-01-10T19:45:43Z","UgySFUxrMjtvxY3ttjl4AaABAg",NA,NA
"398","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","MSM still omitting the information where Trump SPECIFICALLY stated &quot;PEACEFULLY&quot; in regards to protesting even though we&#39;ve been pointing out the fact that media has been actively omitting that bit of information for OVER A YEAR NOW!!  LOL<br>And for an &quot;insurrection&quot;, isn&#39;t it odd that not a single person involved that day has been charged with insurrection??  <br>Funny how that works...","MSM still omitting the information where Trump SPECIFICALLY stated ""PEACEFULLY"" in regards to protesting even though we've been pointing out the fact that media has been actively omitting that bit of information for OVER A YEAR NOW!!  LOL
And for an ""insurrection"", isn't it odd that not a single person involved that day has been charged with insurrection??  
Funny how that works...","@James225","https://yt3.ggpht.com/ytc/AIdro_m9fUuQ8m5M_O-Gin_fTXXgrqrDKlaHXI5nZTTL7Vyjso4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@James225","UCEwm-igMebxvzyf92zxvxcw","TRUE","none","1","2022-01-10T19:43:18Z","2022-01-10T19:43:18Z","UgzfR30DOvmfTgGPeA94AaABAg",NA,NA
"399","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","People this one year ago we lost more lives then World War 2 and three combined 👹😲","People this one year ago we lost more lives then World War 2 and three combined 👹😲","@eugenenoble2674","https://yt3.ggpht.com/ytc/AIdro_mBnOueOM1V72TOZIxF_BhnHNr6UCkUvPKmGFSkIg4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@eugenenoble2674","UC69VGrqwEjSa4jdXt6cDUPQ","TRUE","none","0","2022-01-10T19:38:34Z","2022-01-10T19:38:34Z","UgyNtpa4O9wfdWwZ_uR4AaABAg",NA,NA
"400","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Biden about the Second Amendment: “If you think you need to have weapons to take on the government, you need F-15s and maybe some nuclear weapons.”<br><br>Democrats: “A bunch of unarmed people led by a cosplayer dressed in horns nearly took over the United States government on January 6th.” <br><br>So which is it? Nukes are needed because the government is so powerful, or a couple hundred unarmed morons can threaten to topple the federal government?","Biden about the Second Amendment: “If you think you need to have weapons to take on the government, you need F-15s and maybe some nuclear weapons.”

Democrats: “A bunch of unarmed people led by a cosplayer dressed in horns nearly took over the United States government on January 6th.” 

So which is it? Nukes are needed because the government is so powerful, or a couple hundred unarmed morons can threaten to topple the federal government?","@steveclark5206","https://yt3.ggpht.com/ytc/AIdro_kKcdVH8sN9wSjGBVdh6vBXmOTBiBjWhbAF6WDSC__oNQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@steveclark5206","UC-gGPyOgUHRlbVCAKZ6M5RQ","TRUE","none","0","2022-01-10T16:34:35Z","2022-01-10T16:34:35Z","UgxMaEB-S451h-0Qtj54AaABAg",NA,NA
"401","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","The BLM-Riots were much worse.<br>This is childsplay","The BLM-Riots were much worse.
This is childsplay","@merficvalmar4671","https://yt3.ggpht.com/ytc/AIdro_kDYKhSxy4XWmHIFp4CreOaXmnaarCrrULduoiLsAThig=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@merficvalmar4671","UCM4oT-cxTiaBijEB9eh99sg","TRUE","none","0","2022-01-10T15:04:30Z","2022-01-10T15:04:30Z","UgzpYlvr-FyocVAgX054AaABAg",NA,NA
"402","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Should be a holiday.","Should be a holiday.","@YungSchmutz","https://yt3.ggpht.com/e6gOAAcNSFaQOdA0McV7dV3FTtnup_CcaGkkxmd0_CqdElHKGlEZVnCrPQZpxkCVOisJnIHUl7M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@YungSchmutz","UCVCmL_2xny1pGYFnwc1fUNQ","TRUE","none","1","2022-01-10T13:40:56Z","2022-01-10T13:40:56Z","UgxIu2j_8ROgc4qgN7V4AaABAg",NA,NA
"403","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Lol","Lol","@personunkown9847","https://yt3.ggpht.com/ytc/AIdro_n3RO7qkweDYgzzfnL0-pIikGuzMxyPd-a4MloTCimHSA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@personunkown9847","UCjofWcK3QSO8TgwTnKBPKUQ","TRUE","none","0","2022-01-10T03:04:11Z","2022-01-10T03:04:11Z","UgwV2dd3QGd8VOMLCSJ4AaABAg",NA,NA
"404","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","Remember when liberals took over that government building in Seattle? As well as a couple blocks? Good times.","Remember when liberals took over that government building in Seattle? As well as a couple blocks? Good times.","@aliceullrish5251","https://yt3.ggpht.com/ytc/AIdro_nLOZiVoOnOY9sRG6PEfbeJQZgNEc94Ld_-R0YhapW-QHpFlNNHtQIwpPu8VJKX5wVYKg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aliceullrish5251","UCh3svFfMbkzz2ByDoTzpgXw","TRUE","none","16","2022-01-10T01:40:36Z","2022-01-10T01:40:36Z","Ugz5Vg5fLUyMaD73bot4AaABAg",NA,NA
"405","UCaXkIU1QidjPwiAYu6GcHjg","BdSts0khChE","I can’t believe more people aren’t arrested.","I can’t believe more people aren’t arrested.","@pamelaj1596","https://yt3.ggpht.com/ytc/AIdro_mIRgI9vLPXFZwBpDaqScmvqEik9dt3APmJFG8VUSAyyJE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@pamelaj1596","UCBp_uRZsjOdw2Rh7O3vrXug","TRUE","none","40","2022-01-10T00:58:08Z","2022-01-10T00:58:08Z","Ugxp3x0udacE-hGs9Sx4AaABAg",NA,NA
